,Sentence,Source,Side,Readability,split
4264,"With so many ethnic groups in Britain, we also need to find out if this kind of therapy could be made suitable for people with schizophrenia in all minority ethnic groups (culturally adaptable).",nhir_Health_Services_and_Delivery_Research,simple,4.0,test
4265,Writing therapy to improve physical or mental health can take many forms.,nhir_Health_Technology_Assessment,complex,3.3,test
4266,"The most researched model of therapeutic writing (TW) is unfacilitated, individual expressive writing (written emotional disclosure).",nhir_Health_Technology_Assessment,complex,4.0,test
4267,Facilitated writing activities are less widely researched.,nhir_Health_Technology_Assessment,complex,3.3,test
4268,"Databases, including MEDLINE, EMBASE, PsycINFO, Linguistics and Language Behaviour Abstracts, Allied and Complementary Medicine Database and Cumulative Index to Nursing and Allied Health Literature, were searched from inception to March 2013 (updated January 2015).",nhir_Health_Technology_Assessment,complex,4.0,test
4269,Four TW practitioners provided expert advice.,nhir_Health_Technology_Assessment,complex,4.0,test
4270,Study procedures were conducted by one reviewer and checked by a second.,nhir_Health_Technology_Assessment,complex,2.85,test
4271,Randomised controlled trials (RCTs) and non-randomised comparative studies were included.,nhir_Health_Technology_Assessment,complex,4.15,test
4272,Quality was appraised using the Cochrane risk-of-bias tool.,nhir_Health_Technology_Assessment,complex,4.3,test
4273,"Unfacilitated and facilitated TW studies were analysed separately under International Classification of Diseases, Tenth Revision chapter headings.",nhir_Health_Technology_Assessment,complex,4.3,test
4274,"Meta-analyses were performed where possible using RevMan version 5. 2. 6 (RevMan 2012, The Cochrane Collaboration, The Nordic Cochrane Centre, Copenhagen, Denmark).",nhir_Health_Technology_Assessment,complex,4.3,test
4275,Costs were estimated from a UK NHS perspective and three cost-consequence case studies were prepared.,nhir_Health_Technology_Assessment,complex,4.0,test
4276,Realist synthesis followed Realist and Meta-narrative Evidence Synthesis: Evolving Standards guidelines.,nhir_Health_Technology_Assessment,complex,4.5,test
4277,"To review the clinical effectiveness and cost-effectiveness of TW for people with long-term conditions (LTCs) compared with no writing, or other controls, reporting any relevant clinical outcomes.",nhir_Health_Technology_Assessment,complex,4.5,test
4278,"To conduct a realist synthesis to understand how TW might work, and for whom.",nhir_Health_Technology_Assessment,complex,4.7,test
4279,"From 14, 658 unique citations, 284 full-text papers were reviewed and 64 studies (59 RCTs) were included in the final effectiveness reviews.",nhir_Health_Technology_Assessment,complex,4.5,test
4280,Five studies examined facilitated TW; these were extremely heterogeneous with unclear or high risk of bias but suggested that facilitated TW interventions may be beneficial in individual LTCs.,nhir_Health_Technology_Assessment,complex,5.0,test
4281,Unfacilitated expressive writing was examined in 59 studies of variable or unreported quality.,nhir_Health_Technology_Assessment,complex,4.15,test
4282,"Overall, there was very little or no evidence of any benefit reported in the following conditions (number of studies): human immunodeficiency virus (six); breast cancer (eight); gynaecological and genitourinary cancers (five); mental health (five); asthma (four); psoriasis (three); and chronic pain (four).",nhir_Health_Technology_Assessment,complex,4.5,test
4283,"In inflammatory arthropathies (six) there was a reduction in disease severity [n = 191, standardised mean difference (SMD) -0. 61, 95% confidence interval (CI) -0. 96 to -0. 26] in the short term on meta-analysis of four studies.",nhir_Health_Technology_Assessment,complex,4.7,test
4284,"For all other LTCs there were either no data, or sparse data with no or inconsistent, evidence of benefit.",nhir_Health_Technology_Assessment,complex,4.3,test
4285,"Meta-analyses conducted across all of the LTCs provided no evidence that unfacilitated emotional writing had any effect on depression at short-(n = 1563, SMD -0. 06, 95% CI -0. 29 to 0. 17, substantial heterogeneity) or long-term (n = 778, SMD -0. 04 95% CI -0. 18 to 0. 10, little heterogeneity) follow-up, or on anxiety, physiological or biomarker-based outcomes.",nhir_Health_Technology_Assessment,complex,5.65,test
4286,"One study reported costs, no studies reported cost-effectiveness and 12 studies reported resource use; and meta-analysis suggested reduced medication use but no impact on health centre visits.",nhir_Health_Technology_Assessment,complex,4.0,test
4287,"Estimated costs of intervention were low, but there was insufficient evidence to judge cost-effectiveness.",nhir_Health_Technology_Assessment,complex,4.0,test
4288,Realist synthesis findings suggested that facilitated TW is a complex intervention and group interaction contributes to the perception of benefit.,nhir_Health_Technology_Assessment,complex,4.7,test
4289,It was unclear from the available data who might benefit most from facilitated TW.,nhir_Health_Technology_Assessment,complex,4.3,test
4290,Difficulties with developing realist synthesis programme theory meant that mechanisms operating during TW remain obscure.,nhir_Health_Technology_Assessment,complex,4.5,test
4291,"Overall, there is little evidence to support the therapeutic effectiveness or cost-effectiveness of unfacilitated expressive writing interventions in people with LTCs.",nhir_Health_Technology_Assessment,complex,4.15,test
4292,Further research focused on facilitated TW in people with LTCs could be informative.,nhir_Health_Technology_Assessment,complex,4.5,test
4293,Long-term health conditions (chronic illness) can reduce the quality of people's daily lives and can be costly to the health service.,nhir_Health_Technology_Assessment,simple,3.3,test
4294,"It has been suggested that when patients write about their experiences, this can have positive effects on patients' lives and the health service.",nhir_Health_Technology_Assessment,simple,3.7,test
4295,We refer to this type of writing as writing therapy.,nhir_Health_Technology_Assessment,simple,3.15,test
4296,The aim of this study was to see if people with long-term health conditions benefit from writing therapy.,nhir_Health_Technology_Assessment,simple,3.5,test
4297,We undertook a thorough search for scientific studies that tested writing therapy in people diagnosed with any long-term condition (LTC).,nhir_Health_Technology_Assessment,simple,4.15,test
4298,"We looked at whether or not writing therapy helped the individuals in the study, if the study was conducted properly, how the writing therapy might produce benefits and if it could lower health service costs.",nhir_Health_Technology_Assessment,simple,3.7,test
4299,We found that most of the available evidence looked at writing done by individuals on their own and focused on writing about distressing events.,nhir_Health_Technology_Assessment,simple,4.0,test
4300,"Overall, there was very little evidence that this type of writing therapy had benefits for people with LTCs.",nhir_Health_Technology_Assessment,simple,4.15,test
4301,"A few studies looked at another type of writing therapy, which was done mainly in groups, was led by a leader and which we called facilitated writing.",nhir_Health_Technology_Assessment,simple,4.0,test
4302,"People with LTCs appeared to get some benefits from this type of writing, but much more research needs to be done to see how useful it is.",nhir_Health_Technology_Assessment,simple,4.15,test
4303,"Overall, studies were unclear on how writing therapy might work to produce health benefits or if it reduced health-care spending.",nhir_Health_Technology_Assessment,simple,3.7,test
4304,Eczema is a very common chronic inflammatory skin condition.,nhir_Programme_Grants_for_Applied_Research,complex,4.0,test
4305,"To update the National Institute for Health Research (NIHR) Health Technology Assessment (HTA) systematic review of treatments for atopic eczema, published in 2000, and to inform health-care professionals, commissioners and patients about key treatment developments and research gaps.",nhir_Programme_Grants_for_Applied_Research,complex,4.5,test
4306,"Electronic databases including MEDLINE, EMBASE, Cochrane Central Register of Controlled Trials, Cochrane Skin Group Specialised Register, Latin American and Caribbean Health Sciences Literature (LILACS), Allied and Complementary Medicine Database (AMED) and Cumulative Index to Nursing and Allied Health Literature (CINAHL) were searched from the end of 2000 to 31 August 2013.",nhir_Programme_Grants_for_Applied_Research,complex,4.2,test
4307,Retrieved articles were used to identify further randomised controlled trials (RCTs).,nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4308,Studies were filtered according to inclusion criteria and agreed by consensus in cases of uncertainty.,nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4309,Abstracts were excluded and non-English-language papers were screened by international colleagues and data were extracted.,nhir_Programme_Grants_for_Applied_Research,complex,3.65,test
4310,"Only RCTs of treatments for eczema were included, as other forms of evidence are associated with higher risks of bias.",nhir_Programme_Grants_for_Applied_Research,complex,4.5,test
4311,Inclusion criteria for studies included availability of data relevant to the therapeutic management of eczema; mention of randomisation; comparison of two or more treatments; and prospective data collection.,nhir_Programme_Grants_for_Applied_Research,complex,4.7,test
4312,Participants of all ages were included.,nhir_Programme_Grants_for_Applied_Research,complex,2.3,test
4313,Eczema diagnosis was determined by a clinician or according to published diagnostic criteria.,nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4314,The risk of bias was assessed using the Cochrane Collaboration risk-of-bias tool.,nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4315,We used a standardised approach to summarising the data and the assessment of risk of bias and we made a clear distinction between what the studies found and our own interpretation of study findings.,nhir_Programme_Grants_for_Applied_Research,complex,3.7,test
4316,"Of 7198 references screened, 287 new trials were identified spanning 92 treatments.",nhir_Programme_Grants_for_Applied_Research,complex,3.85,test
4317,"Trial reporting was generally poor (randomisation method: 2% high, 36% low, 62% unclear risk of bias; allocation concealment: 3% high, 15% low, 82% unclear risk of bias; blinding of the intervention: 15% high, 28% low, 57% unclear risk of bias).",nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4318,Only 22 (8%) trials were considered to be at low risk of bias for all three criteria.,nhir_Programme_Grants_for_Applied_Research,complex,4.5,test
4319,"There was reasonable evidence of benefit for the topical medications tacrolimus, pimecrolimus and various corticosteroids (with tacrolimus superior to pimecrolimus and corticosteroids) for both treatment and flare prevention; oral ciclosporin; oral azathioprine; narrow band ultraviolet B (UVB) light; Atopiclair (tm) and education.",nhir_Programme_Grants_for_Applied_Research,complex,5.5,test
4320,There was reasonable evidence to suggest no clinically useful benefit for twice-daily compared with once-daily topical corticosteroids; corticosteroids containing antibiotics for non-infected eczema; probiotics; evening primrose and borage oil; ion-exchange water softeners; protease inhibitor SRD441 (Serentis Ltd); furfuryl palmitate in emollient; cipamfylline cream; and Mycobacterium vaccae vaccine.,nhir_Programme_Grants_for_Applied_Research,complex,5.85,test
4321,"Additional research evidence is needed for emollients, bath additives, antibacterials, specialist clothing and complementary and alternative therapies.",nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4322,"There was no RCT evidence for topical corticosteroid dilution, impregnated bandages, soap avoidance, bathing frequency or allergy testing.",nhir_Programme_Grants_for_Applied_Research,complex,5.2,test
4323,The large scope of the review coupled with the heterogeneity of outcomes precluded formal meta-analyses.,nhir_Programme_Grants_for_Applied_Research,complex,4.7,test
4324,"Our conclusions are still limited by a profusion of small, poorly reported studies.",nhir_Programme_Grants_for_Applied_Research,complex,3.7,test
4325,"Although the evidence base of RCTs has increased considerably since the last NIHR HTA systematic review, the field is still severely hampered by poor design and reporting problems including failure to register trials and declare primary outcomes, small sample size, short follow-up duration and poor reporting of risk of bias.",nhir_Programme_Grants_for_Applied_Research,complex,4.5,test
4326,"Key areas for further research identified by the review include the optimum use of emollients, bathing frequency, wash products, allergy testing and antiseptic treatments.",nhir_Programme_Grants_for_Applied_Research,complex,4.5,test
4327,Perhaps the greatest benefit identified is the use of twice weekly anti-inflammatory treatment to maintain disease remission.,nhir_Programme_Grants_for_Applied_Research,complex,4.15,test
4328,More studies need to be conducted in a primary care setting where most people with eczema are seen in the UK.,nhir_Programme_Grants_for_Applied_Research,complex,4.15,test
4329,"Future studies need to use the same core set of outcomes that capture patient symptoms, clinical signs, quality of life and the chronic nature of the disease.",nhir_Programme_Grants_for_Applied_Research,complex,4.3,test
4330,Eczema is an itchy red rash caused by genetic and environmental factors.,nhir_Programme_Grants_for_Applied_Research,simple,3.8,test
4331,This review summarises randomised controlled trials of eczema treatments published since 2000.,nhir_Programme_Grants_for_Applied_Research,simple,4.0,test
4332,"We aimed to find, organise and comment on this evidence to help clinicians and patients make informed choices about eczema treatments, as well as identify areas for further research.",nhir_Programme_Grants_for_Applied_Research,simple,4.3,test
4333,"The review included 287 new trials, covering 92 treatments, the majority of which were not clearly reported, making it difficult to judge their quality.",nhir_Programme_Grants_for_Applied_Research,simple,4.0,test
4334,"There was reasonable evidence of benefit for topical corticosteroids, tacrolimus, pimecrolimus, education, ultraviolet light therapy, Atopiclair (tm) (Graceway Pharmaceuticals), ciclosporin and azathioprine tablets.",nhir_Programme_Grants_for_Applied_Research,simple,5.15,test
4335,"Studies to date suggest no benefit for twice-daily compared with once-daily topical corticosteroids, topical corticosteroids containing antibiotics, montelukast, probiotics, evening primrose oil and borage oil and ion-exchange water softeners.",nhir_Programme_Grants_for_Applied_Research,simple,4.8,test
4336,"Insufficient research exists for different emollient regimes, wet wraps, antiseptic bath additives, antifungal creams, antihistamines, specialised clothing, e-health management, dietary interventions, Chinese herbal treatment, complementary and alternative treatments, psychological therapies, salt baths, tablet treatments (steroids, methotrexate, mycophenolate mofetil), biologics or injected treatments (immunoglobulin, desensitisation therapy).",nhir_Programme_Grants_for_Applied_Research,simple,5.0,test
4337,"We did not find any trials that evaluated dilution of topical corticosteroids, impregnated bandages, soap avoidance or routine allergy testing.",nhir_Programme_Grants_for_Applied_Research,simple,4.8,test
4338,Almost as many trials were published in the last 14 years as in the previous 50 years.,nhir_Programme_Grants_for_Applied_Research,simple,3.65,test
4339,"Although there are still problems with trial design and reporting, the evidence presented here provides information for clinicians, patients and careers.",nhir_Programme_Grants_for_Applied_Research,simple,3.7,test
4340,We recommend that patients are included in the prioritisation and design of future eczema trials.,nhir_Programme_Grants_for_Applied_Research,simple,4.2,test
4341,Improving transport infrastructure to support walking and cycling on the journey to and from work-active commuting-could help to promote physical activity and improve population health.,nhir_Public_Health_Research,complex,3.7,test
4342,To assess whether or not investment in new high-quality transport infrastructure was associated with an increase in active commuting; wider health impacts of changes in travel behaviour; determinants of the use and uptake of active commuting; and how changes in travel behaviour were distributed in the population and related to the wider social context.,nhir_Public_Health_Research,complex,4.85,test
4343,"The Commuting and Health in Cambridge study, comprising a quasi-experimental cohort study combined with both nested and supplementary in-depth quantitative and qualitative studies.",nhir_Public_Health_Research,complex,4.3,test
4344,"Cambridgeshire, UK.",nhir_Public_Health_Research,complex,1.3,test
4345,"A cohort of 1143 adults living within 30 km of Cambridge, working in the city and recruited in 2009; and a separate sample of 1710 users intercepted on the Cambridgeshire Guided Busway in 2012.",nhir_Public_Health_Research,complex,4.0,test
4346,"The Cambridgeshire Guided Busway, comprising a new bus network using 22 km of guideway (segregated bus track) accompanied by a traffic-free path for pedestrians and cyclists, opened in 2011.",nhir_Public_Health_Research,complex,3.5,test
4347,"Change in time spent in active commuting from 2009 to 2012, using a self-reported measure validated using georeferenced combined heart rate and movement sensor data.",nhir_Public_Health_Research,complex,4.3,test
4348,A delay from 2009 to 2011 in completing the intervention entailed some changes to the original design and attrition of the cohort.,nhir_Public_Health_Research,complex,4.3,test
4349,"A period of methodological and observational research on active commuting preceded the evaluation, which was based on a quasi-experimental cohort analysis together with the intercept and qualitative data.",nhir_Public_Health_Research,complex,4.7,test
4350,"A graded measure of each participant's exposure to the intervention, based on the proximity of the busway to his or her home, served as the basis for controlled comparisons.",nhir_Public_Health_Research,complex,4.3,test
4351,Commuting practices were complex and shaped by various changeable social and environmental factors.,nhir_Public_Health_Research,complex,4.0,test
4352,Walking and cycling were often incorporated into longer commuting journeys made predominantly by car or public transport.,nhir_Public_Health_Research,complex,3.7,test
4353,"In multivariable multinomial regression analyses, exposure to the intervention was associated with a greater likelihood of a large increase in the proportion of commuting trips involving any active travel [adjusted relative risk ratio (RRR) 1. 80, 95% confidence interval (CI) 1. 27 to 2. 55], of a large decrease in the proportion of trips made entirely by car (RRR 2. 09, 95% CI 1. 35 to 3. 21), and of an increase in weekly cycle commuting time (RRR 1. 34, 95% CI 1. 03 to 1. 76).",nhir_Public_Health_Research,complex,5.35,test
4354,"There was a mixed pattern of effects at the individual level, with the intervention providing a more supportive environment for active commuting for some and not for others.",nhir_Public_Health_Research,complex,3.7,test
4355,"There was some evidence that the effect was most pronounced among those who reported no active commuting at baseline, and observational evidence suggesting a relationship between active commuting, greater overall physical activity, and improved well-being and weight status.",nhir_Public_Health_Research,complex,3.7,test
4356,These findings provide new empirical support and direction for reconfiguring transport systems to improve population health and reduce health inequalities.,nhir_Public_Health_Research,complex,4.0,test
4357,"They should be combined with evidence from research evaluating related environmental changes in other settings, preferably using longer periods of observation and controlled comparisons, to support more generalisable causal inference.",nhir_Public_Health_Research,complex,4.3,test
4358,What was the problem?,nhir_Public_Health_Research,simple,1.7,test
4359,A shift towards more active lifestyles could be a' best buy' for improving public health.,nhir_Public_Health_Research,simple,3.0,test
4360,Local authorities have a role to play in achieving this.,nhir_Public_Health_Research,simple,2.3,test
4361,"For example, they can make it easier for people to walk or cycle as part of everyday journeys such as going to work.",nhir_Public_Health_Research,simple,3.0,test
4362,But it can be hard to study the effects of changing transport systems.,nhir_Public_Health_Research,simple,4.0,test
4363,This means that there is little good evidence to guide investment.,nhir_Public_Health_Research,simple,2.7,test
4364,What did we do?,nhir_Public_Health_Research,simple,1.7,test
4365,The Cambridgeshire Guided Busway is a new bus network with a high-quality off-road path for walking and cycling.,nhir_Public_Health_Research,simple,3.3,test
4366,It was opened in 2011 and is the longest of its kind in the world.,nhir_Public_Health_Research,simple,2.7,test
4367,We took the opportunity to find out more about how people travelled to work and how this changed as a result of the busway.,nhir_Public_Health_Research,simple,3.7,test
4368,What did we find?,nhir_Public_Health_Research,simple,1.7,test
4369,"How people travelled to work depended on many different factors, ranging from childcare to parking.",nhir_Public_Health_Research,simple,3.3,test
4370,We studied these and took account of them in our research.,nhir_Public_Health_Research,simple,2.65,test
4371,"We showed that, over time, people living closer to the busway were more likely to increase their cycling, and less likely to use their car, for commuting than those living further away.",nhir_Public_Health_Research,simple,3.7,test
4372,These changes could help to increase their overall physical activity and improve their health and well-being over time.,nhir_Public_Health_Research,simple,3.3,test
4373,What does this mean?,nhir_Public_Health_Research,simple,2.0,test
4374,We need to see whether or not similar results will be found in other places.,nhir_Public_Health_Research,simple,3.3,test
4375,"In the meantime, our findings provide new evidence that changing transport systems can help to improve people's health.",nhir_Public_Health_Research,simple,4.0,test
4376,Gene loci are found in nuclear subcompartments that are related to their expression status.,plos_biology,complex,4.3,test
4377,"For instance, silent genes are often localized to heterochromatin and the nuclear periphery, whereas active genes tend to be found in the nuclear center.",plos_biology,complex,4.7,test
4378,"Evidence also suggests that chromosomes may be specifically positioned within the nucleus; however, the nature of this organization and how it is achieved are not yet fully understood.",plos_biology,complex,4.35,test
4379,"To examine whether gene regulation is related to a discernible pattern of genomic organization, we analyzed the linear arrangement of co-regulated genes along chromosomes and determined the organization of chromosomes during the differentiation of a hematopoietic progenitor to erythroid and neutrophil cell types.",plos_biology,complex,5.7,test
4380,"Our analysis reveals that there is a significant tendency for co-regulated genes to be proximal, which is related to the association of homologous chromosomes and the spatial juxtaposition of lineage-specific gene domains.",plos_biology,complex,5.2,test
4381,We suggest that proximity in the form of chromosomal gene distribution and homolog association may be the basis for organizing the genome for coordinate gene regulation during cellular differentiation.,plos_biology,complex,5.15,test
4382,How are genomes--and the chromosomes that comprise them--organized in the eukaryotic nucleus?,plos_biology,simple,4.5,test
4383,This long-standing question in cell biology has gained renewed interest due to observations that gene regulation is correlated with the nonrandom distribution of gene loci linearly along chromosomes and spatially within the nucleus.,plos_biology,simple,5.5,test
4384,We have used an in vitro model of cellular differentiation to test the hypothesis that there is an inherent organization of the genome related to coordinate gene regulation.,plos_biology,simple,5.0,test
4385,"Our analysis reveals that during the differentiation of a murine hematopoietic (blood-forming cell) progenitor to derived cell types, co-regulated genes have a marked tendency to be proximal along chromosomes in the form of clusters (of two and three genes) and large-scale domains.",plos_biology,simple,5.3,test
4386,"Overall gene expression is also spatially proximal, with a pronounced concentration in the nuclear center.",plos_biology,simple,5.3,test
4387,"The chromosomes themselves parallel this organization of gene activity, with chromosome territories localizing primarily in the interior of the nucleus.",plos_biology,simple,4.3,test
4388,"Surprisingly, we found that homologous chromosomes have a tendency to be associated, the extent of which is related to the number of co-regulated genes residing on the particular chromosome.",plos_biology,simple,4.7,test
4389,"Furthermore, individual gene domains display lineage-specific proximity according to their co-regulation.",plos_biology,simple,4.7,test
4390,Our study supports the idea that the eukaryotic nucleus is broadly organized--with proximity playing a key role--to facilitate coordinated gene regulation during cellular differentiation.,plos_biology,simple,4.8,test
4391,Epilepsy is one of the most common neurological disorders affecting about 1% of the world population.,plos_computational_biology,complex,4.0,test
4392,"For patients with focal seizures that cannot be treated with antiepileptic drugs, the common treatment is a surgical procedure for removal of the seizure onset zone (SOZ).",plos_computational_biology,complex,4.7,test
4393,In this work we introduce an algorithm for automatic localization of the seizure onset zone (SOZ) in epileptic patients based on electrocorticography (ECoG) recordings.,plos_computational_biology,complex,5.2,test
4394,The proposed algorithm builds upon the hypothesis that the abnormal excessive (or synchronous) neuronal activity in the brain leading to seizures starts in the SOZ and then spreads to other areas in the brain.,plos_computational_biology,complex,5.0,test
4395,"Thus, when this abnormal activity starts, signals recorded at electrodes close to the SOZ should have a relatively large causal influence on the rest of the recorded signals.",plos_computational_biology,complex,5.5,test
4396,The SOZ localization is executed in two steps.,plos_computational_biology,complex,4.3,test
4397,"First, the algorithm represents the set of electrodes using a directed graph in which nodes correspond to recording electrodes and the edges' weights quantify the pair-wise causal influence between the recorded signals.",plos_computational_biology,complex,5.7,test
4398,"Then, the algorithm infers the SOZ from the estimated graph using a variant of the PageRank algorithm followed by a novel post-processing phase.",plos_computational_biology,complex,5.0,test
4399,Inference results for 19 patients show a close match between the SOZ inferred by the proposed approach and the SOZ estimated by expert neurologists (success rate of 17 out of 19).,plos_computational_biology,complex,4.5,test
4400,"Epilepsy is a common neurological disorder characterized by abnormal electrical disturbances in the brain that result in transient occurrence of signs and / or symptoms, also known as seizures.",plos_computational_biology,simple,4.3,test
4401,"In focal epilepsy, this electrical activity originates from a limited area in the brain, commonly referred to as the seizure onset zone (SOZ).",plos_computational_biology,simple,4.8,test
4402,"For patients with focal epilepsy that cannot be treated with medications, the common treatment is a resective surgery to remove the SOZ.",plos_computational_biology,simple,5.0,test
4403,This work presents an algorithm for SOZ localization based on electrocorticography recordings.,plos_computational_biology,simple,5.2,test
4404,"Such an automatic solution has the potential to increase the localization accuracy, to provide a validation of the neurologist's SOZ region, and to ultimately reduce or eliminate the analysis time of the neurologist.",plos_computational_biology,simple,4.7,test
4405,Inference results for 19 patients show a close match between the SOZ inferred by the proposed algorithm and the SOZ estimated by expert neurologists.,plos_computational_biology,simple,5.2,test
4406,"Pyridoxal 5'-phosphate (PLP), the active form of vitamin B6, has been implicated in preventing human pathologies, such as diabetes and cancer.",plos_genetics,complex,4.7,test
4407,"However, the mechanisms underlying the beneficial effects of PLP are still unclear.",plos_genetics,complex,4.5,test
4408,"Using Drosophila as a model system, we show that PLP deficiency, caused either by mutations in the pyridoxal kinase-coding gene (dPdxk) or by vitamin B6 antagonists, results in chromosome aberrations (CABs).",plos_genetics,complex,6.0,test
4409,"The CAB frequency in PLP-depleted cells was strongly enhanced by sucrose, glucose or fructose treatments, and dPdxk mutant cells consistently displayed higher glucose contents than their wild type counterparts, an effect that is at least in part a consequence of an acquired insulin resistance.",plos_genetics,complex,5.5,test
4410,"Together, our results indicate that a high intracellular level of glucose has a dramatic clastogenic effect if combined with PLP deficiency.",plos_genetics,complex,5.0,test
4411,This is likely due to an elevated level of Advanced Glycation End-products (AGE) formation.,plos_genetics,complex,4.3,test
4412,"Treatment of dPdxk mutant cells with a-lipoic acid (ALA) lowered both AGE formation and CAB frequency, suggesting a possible AGE-CAB cause-effect relationship.",plos_genetics,complex,5.5,test
4413,The clastogenic effect of glucose in PLP-depleted cells is evolutionarily conserved.,plos_genetics,complex,5.0,test
4414,"RNAi-mediated silencing of PDXK in human cells or treatments with PLP inhibitors resulted in chromosome breakage, which was potentiated by glucose and reduced by ALA.",plos_genetics,complex,5.5,test
4415,These results suggest that patients with concomitant hyperglycemia and vitamin B6 deficiency may suffer chromosome damage.,plos_genetics,complex,5.3,test
4416,"This might impact cancer risk, as CABs are a well-known tumorigenic factor.",plos_genetics,complex,4.7,test
4417,"We show that the active form of vitamin B6 (Pyridoxal 5'-phosphate, PLP) plays an important role in the maintenance of genome integrity.",plos_genetics,simple,5.0,test
4418,"We found, using Drosophila as a model system, that PLP deficiency results in chromosome breaks and rearrangements (collectively dubbed chromosome aberrations, abbreviated with CABs).",plos_genetics,simple,5.2,test
4419,"Most importantly, we observed that in PLP deficient cells, sucrose, glucose, or fructose strongly enhance the frequency of CABs.",plos_genetics,simple,4.7,test
4420,"The mutagenic effects of sugars in the presence of PLP deficiency are evolutionarily conserved, as PLP depletion or inhibition in human cells results in CAB formation, which is potentiated by glucose or fructose.",plos_genetics,simple,5.2,test
4421,"These results suggest that patients with concomitant hyperglycemic crises and vitamin B6 deficiency may suffer genetic damage, which might promote cancer and diabetes complications.",plos_genetics,simple,4.3,test
4422,Our work further suggests that patients treated with PLP antagonist drugs should keep under control the level of sugar in their blood and compensate their vitamin B6 level.,plos_genetics,simple,4.3,test
4423,"The London Declaration (2012) was formulated to support and focus the control and elimination of ten neglected tropical diseases (NTDs), with targets for 2020 as formulated by the WHO Roadmap.",plos_neglected_tropical_diseases,complex,4.3,test
4424,"Five NTDs (lymphatic filariasis, onchocerciasis, schistosomiasis, soil-transmitted helminths and trachoma) are to be controlled by preventive chemotherapy (PCT), and four (Chagas' disease, human African trypanosomiasis, leprosy and visceral leishmaniasis) by innovative and intensified disease management (IDM).",plos_neglected_tropical_diseases,complex,5.3,test
4425,"Guinea worm, virtually eradicated, is not considered here.",plos_neglected_tropical_diseases,complex,3.65,test
4426,"We aim to estimate the global health impact of meeting these targets in terms of averted morbidity, mortality, and disability adjusted life years (DALYs).",plos_neglected_tropical_diseases,complex,4.5,test
4427,"The Global Burden of Disease (GBD) 2010 study provides prevalence and burden estimates for all nine NTDs in 1990 and 2010, by country, age and sex, which were taken as the basis for our calculations.",plos_neglected_tropical_diseases,complex,4.3,test
4428,"Estimates for other years were obtained by interpolating between 1990 (or the start-year of large-scale control efforts) and 2010, and further extrapolating until 2030, such that the 2020 targets were met.",plos_neglected_tropical_diseases,complex,4.3,test
4429,The NTD disease manifestations considered in the GBD study were analyzed as either reversible or irreversible.,plos_neglected_tropical_diseases,complex,4.7,test
4430,"Health impacts were assessed by comparing the results of achieving the targets with the counterfactual, construed as the health burden had the 1990 (or 2010 if higher) situation continued unabated.",plos_neglected_tropical_diseases,complex,4.3,test
4431,"Our calculations show that meeting the targets will lead to about 600 million averted DALYs in the period 2011-2030, nearly equally distributed between PCT and IDM-NTDs, with the health gain amongst PCT-NTDs mostly (96%) due to averted disability and amongst IDM-NTDs largely (95%) from averted mortality.",plos_neglected_tropical_diseases,complex,5.3,test
4432,These health gains include about 150 million averted irreversible disease manifestations (e. g. blindness) and 5 million averted deaths.,plos_neglected_tropical_diseases,complex,4.5,test
4433,Control of soil-transmitted helminths accounts for one third of all averted DALYs.,plos_neglected_tropical_diseases,complex,5.3,test
4434,We conclude that the projected health impact of the London Declaration justifies the required efforts.,plos_neglected_tropical_diseases,complex,3.7,test
4435,"Neglected tropical diseases (NTDs) are a group of infectious diseases that occur mostly in poor, warm countries.",plos_neglected_tropical_diseases,simple,4.15,test
4436,"NTDs are caused by various bacteria and parasites, such as worms.",plos_neglected_tropical_diseases,simple,4.15,test
4437,"They can either be cured or prevented through drugs and other interventions, such as control of insects that spread the infection.",plos_neglected_tropical_diseases,simple,3.7,test
4438,"The London Declaration is a statement by various organizations, including the World Health Organization (WHO) and pharmaceutical companies that donate the necessary drugs.",plos_neglected_tropical_diseases,simple,3.85,test
4439,"The declaration endorses targets for disease reductions by 2020, as recently formulated in the WHO Roadmap, to be achieved by rigorous application of available interventions.",plos_neglected_tropical_diseases,simple,4.2,test
4440,We explore how much health can be gained if these targets are indeed achieved.,plos_neglected_tropical_diseases,simple,3.85,test
4441,We estimate that in such case 5 million deaths can be averted before 2030 and also that huge reductions in ill-health and disability can be realized.,plos_neglected_tropical_diseases,simple,3.65,test
4442,"Over the period 2011-2030, a total health gain would be accomplished of about 600 million disability adjusted life years (DALYs) averted.",plos_neglected_tropical_diseases,simple,4.3,test
4443,"DALYs are a measure of disease burden, consisting of life years lost and years lived with disability.",plos_neglected_tropical_diseases,simple,4.15,test
4444,This enormous health gain seems to justify similar investments as for e. g. HIV or malaria control.,plos_neglected_tropical_diseases,simple,3.85,test
